Name,Team,pff_id,pff_franchise_id,ID,player_id,contract_id,team_id,Position,Role,Year,BS,PB,RB,PGRB,WO,OB,option_bonus,restructure_bonus,CP,DM,CS,GBS,VGBS,Notes,CshBns,Cshpay,Cshtocp,tb,initial_cash,old_money,cash_dead,Status,contract_type,provisional,credits,is_split_salary
Alec Anderson,Bills,81882,4,77737,10637,37162,1,RT,Offense,2023,870000,6000,0,0,0,0,0,0,876000,0,0,0,0,cs,0,870000,0,,870000,0,0,Active,UDFA,,0,1
Alec Anderson,Bills,81882,4,77738,10637,37162,1,RT,Offense,2024,985000,6000,0,0,0,0,0,0,991000,0,0,0,0,,0,985000,0,,985000,0,0,Active,UDFA,,0,0
Ethan Fernea,Colts,61765,14,77739,10638,37163,10,RB,Offense,2022,705000,466,0,0,0,0,0,0,705466,0,0,0,0,,1400,706400,0,,706400,0,0,Active,UDFA,,0,1
Ethan Fernea,Colts,61765,14,77740,10638,37163,10,RB,Offense,2023,870000,466,0,0,0,0,0,0,870466,0,0,0,0,cs,0,870000,0,,870000,0,0,Active,UDFA,,0,1
Ethan Fernea,Colts,61765,14,77741,10638,37163,10,RB,Offense,2024,985000,468,0,0,0,0,0,0,985468,0,0,0,0,cs,0,985000,0,,985000,0,0,Active,UDFA,,0,0
Qwuantrezz Knight,49ers,43322,28,77742,10639,37164,31,S,Defense,2022,705000,2000,0,0,0,0,0,0,707000,0,0,25000,0,,6000,711000,0,,711000,0,0,Active,UDFA,,0,1
Qwuantrezz Knight,49ers,43322,28,77743,10639,37164,31,S,Defense,2023,870000,2000,0,0,0,0,0,0,872000,0,0,0,0,cs,0,870000,0,,870000,0,0,Active,UDFA,,0,1
Qwuantrezz Knight,49ers,43322,28,77744,10639,37164,31,S,Defense,2024,985000,2000,0,0,0,0,0,0,987000,0,0,0,0,cs,0,985000,0,,985000,0,0,Active,UDFA,,0,1
Ryan Van Demark,Colts,55113,14,77745,10640,37165,10,RT,Offense,2022,705000,0,0,0,0,0,0,0,705000,0,0,175000,0,,0,705000,0,,705000,0,0,Active,UDFA,,0,1
Ryan Van Demark,Colts,55113,14,77746,10640,37165,10,RT,Offense,2023,870000,0,0,0,0,0,0,0,870000,0,0,0,0,cs,0,870000,0,,870000,0,0,Active,UDFA,,0,1
Ryan Van Demark,Colts,55113,14,77747,10640,37165,10,RT,Offense,2024,985000,0,0,0,0,0,0,0,985000,0,0,0,0,cs,0,985000,0,,985000,0,0,Active,UDFA,,0,0
Ty Shelby,Chargers,41752,27,77748,10641,37166,15,EDGE,Defense,2022,705000,2500,0,0,0,0,0,0,707500,0,0,0,0,,7500,712500,0,,712500,0,0,Active,UDFA,,0,1
Ty Shelby,Chargers,41752,27,77749,10641,37166,15,EDGE,Defense,2023,870000,2500,0,0,0,0,0,0,872500,0,0,0,0,cs,0,870000,0,,870000,0,0,Active,UDFA,,0,1
Ty Shelby,Chargers,41752,27,77750,10641,37166,15,EDGE,Defense,2024,985000,2500,0,0,0,0,0,0,987500,0,0,0,0,cs,0,985000,0,,985000,0,0,Active,UDFA,,0,1
Chris Steele,Steelers,72190,25,77754,10643,37168,8,CB,,2022,705000,4166,0,0,0,0,0,0,709166,0,0,0,0,,12500,717500,0,,717500,0,,Active,UDFA,,,0
Chris Steele,Steelers,72190,25,77755,10643,37168,8,CB,,2023,870000,4167,0,0,0,0,0,0,874167,0,0,0,0,,0,870000,0,,870000,0,,Active,UDFA,,,0
Chris Steele,Steelers,72190,25,77756,10643,37168,8,CB,,2024,985000,4167,0,0,0,0,0,0,989167,0,0,0,0,,0,985000,0,,985000,0,,Active,UDFA,,,0
Erik Krommenhoek,Chargers,61056,27,77757,10644,37169,15,TE,Offense,2022,705000,2500,0,0,0,0,0,0,707500,0,0,0,0,,7500,712500,0,,712500,0,0,Active,UDFA,,0,1
Erik Krommenhoek,Chargers,61056,27,77758,10644,37169,15,TE,Offense,2023,870000,2500,0,0,0,0,0,0,872500,0,0,0,0,cs,0,870000,0,,870000,0,0,Active,UDFA,,0,1
Erik Krommenhoek,Chargers,61056,27,77759,10644,37169,15,TE,Offense,2024,985000,2500,0,0,0,0,0,0,987500,0,0,0,0,cs,0,985000,0,,985000,0,0,Active,UDFA,,0,1
Isaac Taylor-Stuart,Cowboys,83101,9,77760,10645,37170,18,CB,Defense,2022,705000,1666,0,0,0,0,0,0,706666,0,0,65000,0,,5000,710000,0,,710000,0,0,Active,UDFA,,0,1
Isaac Taylor-Stuart,Cowboys,83101,9,77761,10645,37170,18,CB,Defense,2023,870000,1666,0,0,0,0,0,0,871666,0,0,0,0,cs,0,870000,0,,870000,0,0,Active,UDFA,,0,1
Isaac Taylor-Stuart,Cowboys,83101,9,77762,10645,37170,18,CB,Defense,2024,985000,1668,0,0,0,0,0,0,986668,0,0,0,0,cs,0,985000,0,,985000,0,0,Active,UDFA,,0,0
Isaiah Pola-Mao,Raiders,60781,23,77763,10646,37171,16,S,Defense,2022,705000,3333,0,0,0,0,0,0,708333,0,0,50000,0,,10000,715000,0,,715000,0,0,Active,UDFA,,0,1
Isaiah Pola-Mao,Raiders,60781,23,77764,10646,37171,16,S,Defense,2023,870000,3333,0,0,0,0,0,0,873333,0,0,0,0,cs,0,870000,0,,870000,0,0,Active,UDFA,,0,1
Isaiah Pola-Mao,Raiders,60781,23,77765,10646,37171,16,S,Defense,2024,985000,3334,0,0,0,0,0,0,988334,0,0,0,0,,0,985000,0,,985000,0,0,Active,UDFA,,0,0
Jalen McKenzie,Titans,60817,31,77766,10647,37172,12,RT,Offense,2022,705000,5000,0,0,0,0,0,0,710000,0,0,85000,0,,15000,720000,0,,720000,0,0,Active,UDFA,,0,1
Jalen McKenzie,Titans,60817,31,77767,10647,37172,12,RT,Offense,2023,870000,5000,0,0,0,0,0,0,875000,0,0,0,0,,0,870000,0,,870000,0,0,Active,UDFA,,0,1
Jalen McKenzie,Titans,60817,31,77768,10647,37172,12,RT,Offense,2024,985000,5000,0,0,0,0,0,0,990000,0,0,0,0,,0,985000,0,,985000,0,0,Active,UDFA,,0,0
Kanai Mauga,Broncos,81982,10,77769,10648,37173,13,LB,,2022,705000,3333,0,0,0,0,0,0,708333,0,0,60000,0,,10000,715000,0,,715000,0,,Active,UDFA,,,0
Kanai Mauga,Broncos,81982,10,77770,10648,37173,13,LB,,2023,870000,3333,0,0,0,0,0,0,873333,0,0,0,0,,0,870000,0,,870000,0,,Active,UDFA,,,0
Kanai Mauga,Broncos,81982,10,77771,10648,37173,13,LB,,2024,985000,3334,0,0,0,0,0,0,988334,0,0,0,0,,0,985000,0,,985000,0,,Active,UDFA,,,0
Rodney Williams II,Broncos,63718,10,77772,10649,37174,13,TE,Offense,2022,705000,6666,0,0,0,0,0,0,711666,0,0,110000,0,,20000,725000,0,,725000,0,0,Active,UDFA,,0,1
Rodney Williams II,Broncos,63718,10,77773,10649,37174,13,TE,Offense,2023,870000,6666,0,0,0,0,0,0,876666,0,0,0,0,,0,870000,0,,870000,0,0,Active,UDFA,,0,1
Rodney Williams II,Broncos,63718,10,77774,10649,37174,13,TE,Offense,2024,985000,6668,0,0,0,0,0,0,991668,0,0,0,0,,0,985000,0,,985000,0,0,Active,UDFA,,0,1
Bamidele Olaseni,Raiders,98669,23,77775,10650,37175,16,LT,Offense,2022,705000,5000,0,0,0,0,0,0,710000,0,0,75000,0,,15000,720000,0,,720000,0,0,Active,UDFA,,0,1
Bamidele Olaseni,Raiders,98669,23,77776,10650,37175,16,LT,Offense,2023,870000,5000,0,0,0,0,0,0,875000,0,0,0,0,cs,0,870000,0,,870000,0,0,Active,UDFA,,0,1
Bamidele Olaseni,Raiders,98669,23,77777,10650,37175,16,LT,Offense,2024,985000,5000,0,0,0,0,0,0,990000,0,0,0,0,,0,985000,0,,985000,0,0,Active,UDFA,,0,0
Britain Covey,Eagles,32933,24,77778,10651,37176,19,WR,,2022,705000,4166,0,0,0,0,0,0,709166,0,0,125000,0,,12500,717500,0,,717500,0,,Active,UDFA,,,0
Britain Covey,Eagles,32933,24,77779,10651,37176,19,WR,,2023,870000,4167,0,0,0,0,0,0,874167,0,0,0,0,,0,870000,0,,870000,0,,Active,UDFA,,,0
Britain Covey,Eagles,32933,24,77780,10651,37176,19,WR,,2024,985000,4167,0,0,0,0,0,0,989167,0,0,0,0,,0,985000,0,,985000,0,,Active,UDFA,,,0
Cole Fotheringham,Raiders,84070,23,77781,10652,37177,16,TE,Offense,2022,705000,3333,0,0,0,0,0,0,708333,0,0,75000,0,,10000,715000,0,,715000,0,0,Active,UDFA,,0,1
Cole Fotheringham,Raiders,84070,23,77782,10652,37177,16,TE,Offense,2023,870000,3333,0,0,0,0,0,0,873333,0,0,0,0,cs,0,870000,0,,870000,0,0,Active,UDFA,,0,1
Cole Fotheringham,Raiders,84070,23,77783,10652,37177,16,TE,Offense,2024,985000,3334,0,0,0,0,0,0,988334,0,0,0,0,,0,985000,0,,985000,0,0,Active,UDFA,,0,0
Hauati Pututau,Packers,43425,12,77784,10653,37178,23,DE,,2022,705000,2666,0,0,0,0,0,0,707666,0,0,0,0,,8000,713000,0,,713000,0,,Active,UDFA,,,0
Hauati Pututau,Packers,43425,12,77785,10653,37178,23,DE,,2023,870000,2667,0,0,0,0,0,0,872667,0,0,0,0,,0,870000,0,,870000,0,,Active,UDFA,,,0
Hauati Pututau,Packers,43425,12,77786,10653,37178,23,DE,,2024,985000,2667,0,0,0,0,0,0,987667,0,0,0,0,,0,985000,0,,985000,0,,Active,UDFA,,,0
Mika Tafua,Cowboys,82183,9,77787,10654,37179,18,EDGE,Defense,2022,705000,1666,0,0,0,0,0,0,706666,0,0,50000,0,,5000,710000,0,,710000,0,0,Active,UDFA,,0,1
Mika Tafua,Cowboys,82183,9,77788,10654,37179,18,EDGE,Defense,2023,870000,1666,0,0,0,0,0,0,871666,0,0,0,0,cs,0,870000,0,,870000,0,0,Active,UDFA,,0,1
Mika Tafua,Cowboys,82183,9,77789,10654,37179,18,EDGE,Defense,2024,985000,1668,0,0,0,0,0,0,986668,0,0,0,0,cs,0,985000,0,,985000,0,0,Active,UDFA,,0,0
Nephi Sewell,Saints,56107,20,77790,10655,37180,27,LB,,2022,705000,1666,0,0,0,0,0,0,706666,0,0,50000,0,,5000,710000,0,,710000,0,,Active,UDFA,,,0
Nephi Sewell,Saints,56107,20,77791,10655,37180,27,LB,,2023,870000,1667,0,0,0,0,0,0,871667,0,0,0,0,,0,870000,0,,870000,0,,Active,UDFA,,,0
Nephi Sewell,Saints,56107,20,77792,10655,37180,27,LB,,2024,985000,1667,0,0,0,0,0,0,986667,0,0,0,0,,0,985000,0,,985000,0,,Active,UDFA,,,0
Nick Ford,Jaguars,60183,15,77793,10656,37181,11,C,Offense,2022,705000,2666,0,0,0,0,0,0,707666,0,0,140000,0,,8000,713000,0,,713000,0,0,Active,UDFA,,0,1
Nick Ford,Jaguars,60183,15,77794,10656,37181,11,C,Offense,2023,870000,2666,0,0,0,0,0,0,872666,0,0,0,0,,0,870000,0,,870000,0,0,Active,UDFA,,0,1
Nick Ford,Jaguars,60183,15,77795,10656,37181,11,C,Offense,2024,985000,2668,0,0,0,0,0,0,987668,0,0,0,0,,0,985000,0,,985000,0,0,Active,UDFA,,0,0
Derek Wright,Panthers,101347,5,77796,10657,37182,26,WR,Offense,2022,705000,833,0,0,0,0,0,0,705833,0,0,0,0,,2500,707500,0,,707500,0,0,Active,UDFA,,0,1
Derek Wright,Panthers,101347,5,77797,10657,37182,26,WR,Offense,2023,870000,833,0,0,0,0,0,0,870833,0,0,0,0,cs,0,870000,0,,870000,0,0,Active,UDFA,,0,1
Derek Wright,Panthers,101347,5,77798,10657,37182,26,WR,Offense,2024,985000,834,0,0,0,0,0,0,985834,0,0,0,0,cs,0,985000,0,,985000,0,0,Active,UDFA,,0,0
Deven Thompkins,Buccaneers,84480,30,77799,10658,37183,28,WR,Offense,2022,705000,5333,0,0,0,0,0,0,710333,0,0,0,0,,16000,721000,0,,721000,0,0,Active,UDFA,,0,1
Deven Thompkins,Buccaneers,84480,30,77800,10658,37183,28,WR,Offense,2023,870000,5333,0,0,0,0,0,0,875333,0,0,0,0,cs,0,870000,0,,870000,0,0,Active,UDFA,,0,1
Deven Thompkins,Buccaneers,84480,30,77801,10658,37183,28,WR,Offense,2024,985000,5334,0,0,0,0,0,0,990334,0,0,0,0,,0,985000,0,,985000,0,0,Active,UDFA,,0,0
Charles Wiley,Ravens,44329,3,77805,10660,37185,5,EDGE,,2022,705000,2333,0,0,0,0,0,0,707333,0,0,0,0,,7000,712000,0,,712000,0,,Active,UDFA,,,0
Charles Wiley,Ravens,44329,3,77806,10660,37185,5,EDGE,,2023,870000,2333,0,0,0,0,0,0,872333,0,0,0,0,,0,870000,0,,870000,0,,Active,UDFA,,,0
Charles Wiley,Ravens,44329,3,77807,10660,37185,5,EDGE,,2024,985000,2334,0,0,0,0,0,0,987334,0,0,0,0,,0,985000,0,,985000,0,,Active,UDFA,,,0
Clarence Hicks,Bengals,100695,7,77808,10661,37186,7,LB,Defense,2022,705000,5000,0,0,0,0,0,0,710000,0,0,0,0,,15000,720000,0,,720000,0,0,Active,UDFA,,0,1
Clarence Hicks,Bengals,100695,7,77809,10661,37186,7,LB,Defense,2023,870000,5000,0,0,0,0,0,0,875000,0,0,0,0,cs,0,870000,0,,870000,0,0,Active,UDFA,,0,1
Clarence Hicks,Bengals,100695,7,77810,10661,37186,7,LB,Defense,2024,985000,5000,0,0,0,0,0,0,990000,0,0,0,0,cs,0,985000,0,,985000,0,0,Active,UDFA,,0,0
Leroy Watson,Falcons,98723,2,77811,10662,37187,25,TE,Offense,2022,705000,3333,0,0,0,0,0,0,708333,0,0,25000,0,,10000,715000,0,,715000,0,0,Active,UDFA,,0,1
Leroy Watson,Falcons,98723,2,77812,10662,37187,25,TE,Offense,2023,870000,3333,0,0,0,0,0,0,873333,0,0,0,0,,0,870000,0,,870000,0,0,Active,UDFA,,0,1
Leroy Watson,Falcons,98723,2,77813,10662,37187,25,TE,Offense,2024,985000,3334,0,0,0,0,0,0,988334,0,0,0,0,,0,985000,0,,985000,0,0,Active,UDFA,,0,1
Sincere McCormick,Raiders,97119,23,77814,10663,37188,16,RB,Offense,2022,705000,0,0,0,0,0,0,0,430000,0,0,0,0,,0,430000,0,,705000,0,0,IR,UDFA,,0,1
Sincere McCormick,Raiders,97119,23,77815,10663,37188,16,RB,Offense,2023,750000,0,0,0,0,0,0,0,750000,0,0,0,0,cs,0,750000,0,,870000,0,0,Active,UDFA,,0,1
Sincere McCormick,Raiders,97119,23,77816,10663,37188,16,RB,Offense,2024,985000,0,0,0,0,0,0,0,985000,0,0,0,0,,0,985000,0,,985000,0,0,Active,UDFA,,0,0
Allan George,Bengals,56275,7,77817,10664,37189,7,CB,Defense,2022,705000,333,0,0,0,0,0,0,705333,0,0,0,0,,1000,706000,0,,706000,0,0,Active,UDFA,,0,1
Allan George,Bengals,56275,7,77818,10664,37189,7,CB,Defense,2023,870000,333,0,0,0,0,0,0,870333,0,0,0,0,cs,0,870000,0,,870000,0,0,Active,UDFA,,0,1
Allan George,Bengals,56275,7,77819,10664,37189,7,CB,Defense,2024,985000,334,0,0,0,0,0,0,985334,0,0,0,0,cs,0,985000,0,,985000,0,0,Active,UDFA,,0,0
Chris Pierce Jr.,Cardinals,61794,1,77820,10665,37190,29,WR,Offense,2022,705000,3333,0,0,0,0,0,0,708333,0,0,0,0,,10000,715000,0,,715000,0,0,Active,UDFA,,0,1
Chris Pierce Jr.,Cardinals,61794,1,77821,10665,37190,29,WR,Offense,2023,870000,3333,0,0,0,0,0,0,873333,0,0,0,0,cs,0,870000,0,,870000,0,0,Active,UDFA,,0,1
Chris Pierce Jr.,Cardinals,61794,1,77822,10665,37190,29,WR,Offense,2024,985000,3334,0,0,0,0,0,0,988334,0,0,0,0,,0,985000,0,,985000,0,0,Active,UDFA,,0,0
Denzel Williams,Ravens,106344,3,77823,10666,37191,5,CB,,2022,705000,333,0,0,0,0,0,0,705333,0,0,0,0,,1000,706000,0,,706000,0,,Active,UDFA,,,0
Denzel Williams,Ravens,106344,3,77824,10666,37191,5,CB,,2023,870000,333,0,0,0,0,0,0,870333,0,0,0,0,,0,870000,0,,870000,0,,Active,UDFA,,,0
Denzel Williams,Ravens,106344,3,77825,10666,37191,5,CB,,2024,985000,334,0,0,0,0,0,0,985334,0,0,0,0,,0,985000,0,,985000,0,,Active,UDFA,,,0
Forrest Rhyne,Colts,63417,14,77826,10667,37192,10,LB,Defense,2022,705000,1666,0,0,0,0,0,0,706666,0,0,10000,0,,5000,710000,0,,710000,0,0,Active,UDFA,,0,1
Forrest Rhyne,Colts,63417,14,77827,10667,37192,10,LB,Defense,2023,870000,1666,0,0,0,0,0,0,871666,0,0,0,0,cs,0,870000,0,,870000,0,0,Active,UDFA,,0,1
Forrest Rhyne,Colts,63417,14,77828,10667,37192,10,LB,Defense,2024,985000,1668,0,0,0,0,0,0,986668,0,0,0,0,cs,0,985000,0,,985000,0,0,Active,UDFA,,0,0
Chris Glaser,Chiefs,62780,16,77829,10668,37193,14,RG,Offense,2022,705000,0,0,0,0,0,0,0,705000,0,0,0,0,,0,705000,0,,705000,0,0,Active,UDFA,,0,1
Chris Glaser,Chiefs,62780,16,77830,10668,37193,14,RG,Offense,2023,870000,0,0,0,0,0,0,0,870000,0,0,0,0,cs,0,870000,0,,870000,0,0,Active,UDFA,,0,1
Chris Glaser,Chiefs,62780,16,77831,10668,37193,14,RG,Offense,2024,985000,0,0,0,0,0,0,0,985000,0,0,0,0,,0,985000,0,,985000,0,0,Active,UDFA,,0,0
Joey Blount,Seahawks,62771,29,77835,10670,37195,32,S,,2022,705000,4333,0,0,0,0,0,0,709333,0,0,0,0,,13000,718000,0,,718000,0,,Active,UDFA,,,0
Joey Blount,Seahawks,62771,29,77836,10670,37195,32,S,,2023,870000,4333,0,0,0,0,0,0,874333,0,0,0,0,,0,870000,0,,870000,0,,Active,UDFA,,,0
Joey Blount,Seahawks,62771,29,77837,10670,37195,32,S,,2024,985000,4334,0,0,0,0,0,0,989334,0,0,0,0,,0,985000,0,,985000,0,,Active,UDFA,,,0
Ra'Shaun Henry,Panthers,109832,5,77838,10671,37196,26,WR,Offense,2022,705000,5833,0,0,0,0,0,0,710833,0,0,100000,0,,17500,722500,0,,722500,0,0,Active,UDFA,,0,1
Ra'Shaun Henry,Panthers,109832,5,77839,10671,37196,26,WR,Offense,2023,870000,5833,0,0,0,0,0,0,875833,0,0,0,0,cs,0,870000,0,,870000,0,0,Active,UDFA,,0,1
Ra'Shaun Henry,Panthers,109832,5,77840,10671,37196,26,WR,Offense,2024,985000,5834,0,0,0,0,0,0,990834,0,0,0,0,cs,0,985000,0,,985000,0,0,Active,UDFA,,0,0
Brock Hoffman,Browns,54535,8,77841,10672,37197,6,C,Offense,2022,705000,6666,0,0,0,0,0,0,711666,0,0,85000,0,,20000,725000,0,,725000,0,0,Active,UDFA,,0,1
Brock Hoffman,Browns,54535,8,77842,10672,37197,6,C,Offense,2023,870000,6666,0,0,0,0,0,0,876666,0,0,0,0,cs,0,870000,0,,870000,0,0,Active,UDFA,,0,1
Brock Hoffman,Browns,54535,8,77843,10672,37197,6,C,Offense,2024,985000,6668,0,0,0,0,0,0,991668,0,0,0,0,cs,0,985000,0,,985000,0,0,Active,UDFA,,0,0
John Parker Romo,Saints,33384,20,77850,10675,37200,27,K,Special,2022,705000,833,0,0,0,0,0,0,705833,0,0,0,0,,2500,707500,0,,707500,0,0,Active,UDFA,,0,1
John Parker Romo,Saints,33384,20,77851,10675,37200,27,K,Special,2023,870000,833,0,0,0,0,0,0,870833,0,0,0,0,cs,0,870000,0,,870000,0,0,Active,UDFA,,0,1
John Parker Romo,Saints,33384,20,77852,10675,37200,27,K,Special,2024,985000,834,0,0,0,0,0,0,985834,0,0,0,0,cs,0,985000,0,,985000,0,0,Active,UDFA,,0,0
Jordan Williams,Dolphins,56968,17,77853,10676,37201,3,DT,Defense,2022,705000,6666,0,0,0,0,0,0,711666,0,0,35000,0,,20000,725000,0,,725000,0,0,Active,UDFA,,0,1
Jordan Williams,Dolphins,56968,17,77854,10676,37201,3,DT,Defense,2023,870000,6666,0,0,0,0,0,0,876666,0,0,0,0,cs,0,870000,0,,870000,0,0,Active,UDFA,,0,1
Jordan Williams,Dolphins,56968,17,77855,10676,37201,3,DT,Defense,2024,985000,6668,0,0,0,0,0,0,991668,0,0,0,0,cs,0,985000,0,,985000,0,0,Active,UDFA,,0,0
Raheem Blackshear,Bills,57385,4,77856,10677,37202,1,RB,Offense,2022,705000,5000,0,0,0,0,0,0,710000,0,0,0,0,,15000,720000,0,,720000,0,0,Active,UDFA,,0,1
Raheem Blackshear,Bills,57385,4,77857,10677,37202,1,RB,Offense,2023,870000,5000,0,0,0,0,0,0,875000,0,0,0,0,cs,0,870000,0,,870000,0,0,Active,UDFA,,0,1
Raheem Blackshear,Bills,57385,4,77858,10677,37202,1,RB,Offense,2024,985000,5000,0,0,0,0,0,0,990000,0,0,0,0,,0,985000,0,,985000,0,0,Active,UDFA,,0,0
Brendan Radley-Hiles,Bengals,76640,7,77862,10679,37204,7,CB,Defense,2022,705000,1000,0,0,0,0,0,0,706000,0,0,0,0,,3000,708000,0,,708000,0,0,Active,UDFA,,0,1
Brendan Radley-Hiles,Bengals,76640,7,77863,10679,37204,7,CB,Defense,2023,870000,1000,0,0,0,0,0,0,871000,0,0,0,0,cs,0,870000,0,,870000,0,0,Active,UDFA,,0,1
Brendan Radley-Hiles,Bengals,76640,7,77864,10679,37204,7,CB,Defense,2024,985000,1000,0,0,0,0,0,0,986000,0,0,0,0,cs,0,985000,0,,985000,0,0,Active,UDFA,,0,0
D'Anthony Bell,Browns,111578,8,77865,10680,37205,6,S,Defense,2022,705000,2500,0,0,0,0,0,0,707500,0,0,52500,0,,7500,712500,0,,712500,0,0,Active,UDFA,,0,1
D'Anthony Bell,Browns,111578,8,77866,10680,37205,6,S,Defense,2023,870000,2500,0,0,0,0,0,0,872500,0,0,0,0,cs,0,870000,0,,870000,0,0,Active,UDFA,,0,1
D'Anthony Bell,Browns,111578,8,77867,10680,37205,6,S,Defense,2024,985000,2500,0,0,0,0,0,0,987500,0,0,0,0,cs,0,985000,0,,985000,0,0,Active,UDFA,,0,0
Matthew Gotel,Seahawks,112855,29,77868,10681,37206,32,RG,,2022,705000,1666,0,0,0,0,0,0,706666,0,0,0,0,,5000,710000,0,,710000,0,,Active,UDFA,,,0
Matthew Gotel,Seahawks,112855,29,77869,10681,37206,32,RG,,2023,870000,1667,0,0,0,0,0,0,871667,0,0,0,0,,0,870000,0,,870000,0,,Active,UDFA,,,0
Matthew Gotel,Seahawks,112855,29,77870,10681,37206,32,RG,,2024,985000,1667,0,0,0,0,0,0,986667,0,0,0,0,,0,985000,0,,985000,0,,Active,UDFA,,,0
Leddie Brown,Chargers,77766,27,77871,10682,37207,15,RB,Offense,2022,705000,2500,0,0,0,0,0,0,707500,0,0,0,0,,7500,712500,0,,712500,0,0,Active,UDFA,,0,1
Leddie Brown,Chargers,77766,27,77872,10682,37207,15,RB,Offense,2023,870000,2500,0,0,0,0,0,0,872500,0,0,0,0,cs,0,870000,0,,870000,0,0,Active,UDFA,,0,1
Leddie Brown,Chargers,77766,27,77873,10682,37207,15,RB,Offense,2024,985000,2500,0,0,0,0,0,0,987500,0,0,0,0,cs,0,985000,0,,985000,0,0,Active,UDFA,,0,1
Dennis Houston,Cowboys,61295,9,77877,10684,37209,18,WR,Offense,2022,705000,1666,0,0,0,0,0,0,706666,0,0,60000,0,,5000,710000,0,,710000,0,0,Active,UDFA,,0,1
Dennis Houston,Cowboys,61295,9,77878,10684,37209,18,WR,Offense,2023,870000,1666,0,0,0,0,0,0,871666,0,0,0,0,cs,0,870000,0,,870000,0,0,Active,UDFA,,0,1
Dennis Houston,Cowboys,61295,9,77879,10684,37209,18,WR,Offense,2024,985000,1668,0,0,0,0,0,0,986668,0,0,0,0,cs,0,985000,0,,985000,0,0,Active,UDFA,,0,0
Jerreth Sterns,Buccaneers,102597,30,77880,10685,37210,28,WR,Offense,2022,705000,333,0,0,0,0,0,0,705333,0,0,0,0,,1000,706000,0,,706000,0,0,Active,UDFA,,0,1
Jerreth Sterns,Buccaneers,102597,30,77881,10685,37210,28,WR,Offense,2023,870000,333,0,0,0,0,0,0,870333,0,0,0,0,cs,0,870000,0,,870000,0,0,Active,UDFA,,0,1
Jerreth Sterns,Buccaneers,102597,30,77882,10685,37210,28,WR,Offense,2024,985000,334,0,0,0,0,0,0,985334,0,0,0,0,,0,985000,0,,985000,0,0,Active,UDFA,,0,0
AJ Thomas,Bears,56309,6,77883,10686,37211,21,S,Defense,2022,705000,0,0,0,0,0,0,0,705000,0,0,0,0,,0,705000,0,,705000,0,0,Active,UDFA,,0,1
AJ Thomas,Bears,56309,6,77884,10686,37211,21,S,Defense,2023,870000,0,0,0,0,0,0,0,870000,0,0,0,0,cs,0,870000,0,,870000,0,0,Active,UDFA,,0,1
AJ Thomas,Bears,56309,6,77885,10686,37211,21,S,Defense,2024,985000,0,0,0,0,0,0,0,985000,0,0,0,0,cs,0,985000,0,,985000,0,0,Active,UDFA,,0,0
Ali Fayad,Eagles,56946,24,77886,10687,37212,19,EDGE,,2022,705000,0,0,0,0,0,0,0,705000,0,0,0,0,,0,705000,0,,705000,0,,Active,UDFA,,,0
Ali Fayad,Eagles,56946,24,77887,10687,37212,19,EDGE,,2023,870000,0,0,0,0,0,0,0,870000,0,0,0,0,,0,870000,0,,870000,0,,Active,UDFA,,,0
Ali Fayad,Eagles,56946,24,77888,10687,37212,19,EDGE,,2024,985000,0,0,0,0,0,0,0,985000,0,0,0,0,,0,985000,0,,985000,0,,Active,UDFA,,,0
Mike Caliendo,Chiefs,41446,16,77889,10688,37213,14,LG,Offense,2022,705000,833,0,0,0,0,0,0,705833,0,0,0,0,,2500,707500,0,,707500,0,0,Active,UDFA,,0,0
Mike Caliendo,Chiefs,41446,16,77890,10688,37213,14,LG,Offense,2023,870000,833,0,0,0,0,0,0,870833,0,0,0,0,,0,870000,0,,870000,0,0,Active,UDFA,,0,0
Mike Caliendo,Chiefs,41446,16,77891,10688,37213,14,LG,Offense,2024,985000,834,0,0,0,0,0,0,985834,0,0,0,0,,0,985000,0,,985000,0,0,Active,UDFA,,0,0
Wesley French,Colts,29608,14,77892,10689,37214,10,LG,Offense,2022,705000,3333,0,0,0,0,0,0,708333,0,0,0,0,,10000,715000,0,,715000,0,0,Active,UDFA,,0,1
Wesley French,Colts,29608,14,77893,10689,37214,10,LG,Offense,2023,870000,3333,0,0,0,0,0,0,873333,0,0,0,0,cs,0,870000,0,,870000,0,0,Active,UDFA,,0,1
Wesley French,Colts,29608,14,77894,10689,37214,10,LG,Offense,2024,985000,3334,0,0,0,0,0,0,988334,0,0,0,0,cs,0,985000,0,,985000,0,0,Active,UDFA,,0,0
Caesar Williams,Rams,42613,26,77895,10690,37215,30,CB,,2022,705000,6666,0,0,0,0,0,0,711666,0,0,0,0,,20000,725000,0,,725000,0,,Active,UDFA,,,0
Caesar Williams,Rams,42613,26,77896,10690,37215,30,CB,,2023,870000,6667,0,0,0,0,0,0,876667,0,0,0,0,,0,870000,0,,870000,0,,Active,UDFA,,,0
Caesar Williams,Rams,42613,26,77897,10690,37215,30,CB,,2024,985000,6667,0,0,0,0,0,0,991667,0,0,0,0,,0,985000,0,,985000,0,,Active,UDFA,,,0
Danny Davis,Packers,61836,12,77898,10691,37216,23,WR,,2022,705000,1666,0,0,0,0,0,0,706666,0,0,0,0,,5000,710000,0,,710000,0,,Active,UDFA,,,0
